date,captured_at,query,sort,source_page,search_position,bestseller_rank,category_rank,rank_delta,trend_score,niche_score,product_id,merchant_id,title,brand,category,url,seller_name,seller_score,price,original_price,discount_percent,price_delta_percent,currency,campaigns,stock_status,stock_signal,sales_signal,sales_signal_min,rating,rating_count,review_count,review_delta,question_count,basket_signal,favorite_signal,view_signal,shipping_cost,shipping_currency,handling_days_min,handling_days_max,transit_days_min,transit_days_max,delivery_summary,badge,image_url,properties,sample_review_count,sample_review_avg,data_sources,field_availability,detail_ok,detail_error
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,29,29,,,39.6,22.9,1103532328,137544,Kitchen Beauty Çocuklar İçin Silinebilir Çizim Defteri 6 Adet Kalem Hediyeli - Bebekler İçin Aktivite Oyuncak Seti,Kitchen Beauty,Eğitici Oyuncak,https://www.trendyol.com/kitchen-beauty/cocuklar-icin-silinebilir-cizim-defteri-6-adet-kalem-hediyeli-bebekler-icin-aktivite-oyuncak-seti-p-1103532328?boutiqueId=61&merchantId=137544,Eymen Ticaret,89,199.99,,,,TRY,"[""Kargo Bedava""]",InStock,100 adetten fazla stok sunulmuştur,,,4.1,325,157,,63,,,,4999,TRY,0,,1,4,14 dakika 43 saniye içinde sipariş verirsen en geç bugün kargoda!,En Çok Ziyaret Edilen 8. Ürün,https://cdn.dsmcdn.com/ty1825/prod/QC_PREP/20260213/17/fe778827-1156-32b2-843c-131e63009e09/1_org_zoom.jpg,"{""Paket İçeriği"":""Belirtilmemiş"",""Yaş"":""2+ Yaş"",""Piller Kutuya Dahil Mi?"":""Hayır"",""Dil"":""Türkçe"",""Pil ile mi çalışır?"":""Hayır"",""Menşei"":""CN""}",20,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,30,30,2,,40.1,19.9,1134031687,1131766,Pico Baby Kaydırmaz Taban / Unisex Bebek Çocuk Deniz Ayakkabısı / Havuz Patiği,Pico Baby,,https://www.trendyol.com/pico-baby/kaydirmaz-taban-unisex-bebek-cocuk-deniz-ayakkabisi-havuz-patigi-p-1134031687?boutiqueId=61&merchantId=1131766,Pico Baby,96,199.89,,,,TRY,"[""20 TL Kupon"",""Kargo Bedava""]",InStock,100 adetten fazla stok sunulmuştur,,,4.4,324,,,37,,,,,,0,,,,Tahmini Teslim:,En Çok Satan 2. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,31,31,,,56.3,22,114296689,768467,Genel Markalar 5 Li Beyaz Hobistan Bebek Atlet Body Ribana Beyaz Modaicon,Genel Markalar,,https://www.trendyol.com/genel-markalar/5-li-beyaz-hobistan-bebek-atlet-body-ribana-beyaz-modaicon-p-114296689?boutiqueId=61&merchantId=768467,Organic product DimpleBaby,92,199,,,,TRY,"[""20 TL Kupon"",""Kargo Bedava""]",InStock,100 adetten fazla stok sunulmuştur,Son 3 günde 250+ ürün satıldı!,250,4,14575,,,1530,"3,6B kişinin sepetinde","152,7B kişi favoriledi","Son 24 saatte 1,2B kişi görüntüledi",,,0,,,,14 dakika 38 saniye içinde sipariş verirsen en geç bugün kargoda!,,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,32,32,1,,44.6,30.4,944489107,982060,H&M Pamuklu Muslin Tulum,H&M,Tulum,https://www.trendyol.com/h-m/pamuklu-muslin-tulum-p-944489107?boutiqueId=61&merchantId=982060,H&M,,479.99,599.99,20,,TRY,"[""Son 10 Günün En Düşük Fiyatı"",""Kargo Bedava"",""Son 10 günün en düşük fiyatı""]",InStock,50 adetten fazla stok sunulmuştur,,,5,16,11,,5,"1,4B kişinin sepetinde","7,7B kişi favoriledi","Son 24 saatte 2,7B kişi görüntüledi",4999,TRY,0,6,1,10,Tahmini Teslim:,En Çok Satan 1. Ürün,https://cdn.dsmcdn.com/ty1931/prod/QC_ENRICHMENT/20260429/16/edb24a30-6d53-3ccd-b97e-e6a397ffb52f/1_org_zoom.jpg,"{""Kol Tipi"":""Kısa Kol"",""Kalıp"":""Regular"",""Kumaş Tipi"":""Belirtilmemiş"",""Renk"":""Beyaz"",""Materyal"":""Pamuklu"",""Yaka Tipi"":""Bisiklet Yaka"",""Cep"":""Çift cepli"",""Desen"":""Düz"",""Kol Boyu"":""Kısa"",""Dokuma Tipi"":""Müslin"",""Kemer/Kuşak Durumu"":""Kemersiz"",""Boy"":""Belirtilmemiş"",""Yıkama Talimatı"":""Type 1"",""Paça Tipi"":""Lastikli Paça"",""Menşei"":""IN""}",11,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""unavailable"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,33,33,1,,42.9,9.6,803899053,1188755,ENCİVA İsimli Özel Doğal Bebek Tarak Ve Ahşap Anı Küpü Seti Bebek Hediyelik Bakım Fotoğraf Yeni Doğan,ENCİVA,Bebek Hediyelik,https://www.trendyol.com/enciva/isimli-ozel-dogal-bebek-tarak-ve-ahsap-ani-kupu-seti-bebek-hediyelik-bakim-fotograf-yeni-dogan-p-803899053?boutiqueId=61&merchantId=1188755,ENCİVAN,82,333.46,,,,TRY,"[""Kargo Bedava"",""Trendyol Plus'a Özel""]",InStock,100 adetten fazla stok sunulmuştur,,,4,6056,4101,,25508,"1,6B kişinin sepetinde","160,1B kişi favoriledi","Son 24 saatte 1,6B kişi görüntüledi",4999,TRY,0,6,1,10,Tahmini Teslim:,En Çok Satan 1. Ürün,https://cdn.dsmcdn.com/ty1900/prod/QC_ENRICHMENT/20260721/20/75bc025c-13cc-3d6a-befc-664d3c5da703/1_org_zoom.jpg,"{""Renk"":""Bej"",""Menşei"":""TR""}",20,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,34,34,1,,42.9,8,6877587,109486,Furkan Toys Cool Wheels Led Işıklı 3 Tekerlekli Yükseklik Ayarlı Twist Scooter,Furkan Toys,,https://www.trendyol.com/furkan-toys/cool-wheels-led-isikli-3-tekerlekli-yukseklik-ayarli-twist-scooter-p-6877587?boutiqueId=61&merchantId=109486,Oyuncak Paketim,93,927,,,,TRY,"[""Kargo Bedava""]",InStock,10 adetten fazla stok sunulmuştur,,,4.6,7325,,,1715,"1,6B kişinin sepetinde","83,4B kişi favoriledi","Son 24 saatte 5,2B kişi görüntüledi",,,0,,,,Tahmini Teslim:,En Çok Satan 1. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,35,35,2,,47.7,19.8,884099202,982060,H&M Sweatshirt Jogger Pantolon,H&M,,https://www.trendyol.com/h-m/sweatshirt-jogger-pantolon-p-884099202?boutiqueId=61&merchantId=982060,H&M,,399.99,499.99,20,,TRY,"[""20 TL Kupon"",""Son 10 Günün En Düşük Fiyatı"",""Süper Fırsat Ürünü"",""Kargo Bedava"",""Son 10 günün en düşük fiyatı""]",InStock,100 adetten fazla stok sunulmuştur,,,4.7,161,,,6,820 kişinin sepetinde,"8,2B kişi favoriledi","Son 24 saatte 1,7B kişi görüntüledi",,,0,,,,Tahmini Teslim:,En Çok Satan 2. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""unavailable"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,36,36,,,47.9,20.2,858258668,982060,H&M 5'li Kaymaz Korumalı Çorap,H&M,,https://www.trendyol.com/h-m/5-li-kaymaz-korumali-corap-p-858258668?boutiqueId=61&merchantId=982060,H&M,5,299.99,389.99,23.1,,TRY,"[""20 TL Kupon"",""Son 10 Günün En Düşük Fiyatı"",""Süper Fırsat Ürünü"",""Kargo Bedava"",""Son 10 günün en düşük fiyatı""]",InStock,100 adetten fazla stok sunulmuştur,,,4.7,125,,,14,766 kişinin sepetinde,"17,7B kişi favoriledi","Son 24 saatte 1,5B kişi görüntüledi",,,0,,,,Tahmini Teslim:,En Çok Ziyaret Edilen 1. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,37,37,,,28.4,34.1,1176945656,982060,H&M 2 Parçalı Baskılı Sweatshirt Set,H&M,Sweatshirt,https://www.trendyol.com/h-m/2-parcali-baskili-sweatshirt-set-p-1176945656?boutiqueId=61&merchantId=982060,H&M,2,679.99,849.99,20,,TRY,"[""Sepette %20 İndirim"",""Kargo Bedava""]",InStock,5 adetten fazla stok sunulmuştur,,,5,1,1,,4,,,,4999,TRY,0,6,1,10,Tahmini Teslim:,,https://cdn.dsmcdn.com/ty1916/prod/QC_PREP/20260728/18/4b8fb489-38d1-3a9c-abee-3c574d22c985/1_org_zoom.jpg,"{""Kol Tipi"":""Standart Kol"",""Desen"":""Baskılı"",""Kalıp"":""Belirtilmemiş"",""Yaka Tipi"":""Bisiklet Yaka"",""Kumaş Tipi"":""Belirtilmemiş"",""Renk"":""Yeşil"",""Kol Boyu"":""Uzun"",""Boy"":""Belirtilmemiş"",""Menşei"":""BD""}",1,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,38,38,2,,35.2,18.6,941912296,107242,Elele Potenza 4in1 Ebeveyn Kontrollü 5 Tekerlekli Çocuk Scooter Işıklı Oturaklı Kahverengi,Elele,Scooter,https://www.trendyol.com/elele/potenza-4in1-ebeveyn-kontrollu-5-tekerlekli-cocuk-scooter-isikli-oturakli-kahverengi-p-941912296?boutiqueId=61&merchantId=107242,Elelebaby,94,4912.65,5699,13.8,,TRY,"[""Kargo Bedava"",""Son 10 Günün En Düşük Fiyatı"",""Peşin Fiyatına 3 Taksit"",""Son 10 günün en düşük fiyatı""]",InStock,100 adetten fazla stok sunulmuştur,,,4.6,415,150,,209,,,,4999,TRY,0,3,1,6,Tahmini Teslim:,En Çok Satan 2. Ürün,https://cdn.dsmcdn.com/ty1687/prod/QC_PREP/20250602/10/faa13133-464d-33e8-bbc9-eebab3b14aa3/1_org_zoom.jpg,"{""Tekerlek Sayısı"":""4"",""Renk"":""Kahverengi"",""Yaş"":""1+ Yaş"",""Menşei"":""TR""}",20,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,39,39,1,,24,13.5,1107222295,1007155,"Kids Yazlık Broklyn Usa Ny Baskılı Erkek Kız Çocuk Siyah Şort, Beyaz T-Shirt Takım (1 YAŞ BÜYÜK ALINIZ) bb",Kids,,https://www.trendyol.com/kids/yazlik-broklyn-usa-ny-baskili-erkek-kiz-cocuk-siyah-sort-beyaz-t-shirt-takim-1-yas-buyuk-aliniz-bb-p-1107222295?boutiqueId=61&merchantId=1007155,Birdirbir Kids,84,180,,,,TRY,"[""20 TL Kupon"",""Sepette %1 İndirim"",""Kargo Bedava""]",InStock,100 adetten fazla stok sunulmuştur,,,3.4,567,,,102,,,,,,0,,,,11 saat 14 dakika içinde sipariş verirsen en geç yarın kargoda!,En Çok Satan 1. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,40,40,3,,20,,1178235953,982060,H&M İçi Tüylü Jogger Pantolon,H&M,Eşofman Altı,https://www.trendyol.com/h-m/ici-tuylu-jogger-pantolon-p-1178235953?boutiqueId=61&merchantId=982060,H&M,,399.99,499.99,20,,TRY,"[""Sepette %20 İndirim"",""Kargo Bedava""]",InStock,10 adetten fazla stok sunulmuştur,,,,,,,2,517 kişinin sepetinde,498 kişi favoriledi,"Son 24 saatte 1,1B kişi görüntüledi",4999,TRY,0,6,1,10,Tahmini Teslim:,En Çok Satan 3. Ürün,https://cdn.dsmcdn.com/ty1935/prod/QC_PREP/20260731/17/6fe394f4-d46d-3a77-b6ae-7b65fdbce16c/1_org_zoom.jpg,"{""Kalıp"":""Regular"",""Paça Boyu"":""Uzun"",""Renk"":""Lacivert"",""Cep"":""Cepli"",""Desen"":""Düz"",""Boy"":""Belirtilmemiş"",""Siluet"":""Jogger"",""Kumaş Tipi"":""Belirtilmemiş"",""Menşei"":""ID""}",0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""unavailable"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""unavailable"",""rating_count"":""unavailable"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,41,41,,,20,,1176945498,982060,H&M 3'lü Pamuklu ve Uzun Kollu Tişört,H&M,,https://www.trendyol.com/h-m/3-lu-pamuklu-ve-uzun-kollu-tisort-p-1176945498?boutiqueId=61&merchantId=982060,H&M,3,679.99,849.99,20,,TRY,"[""Sepette %20 İndirim"",""Kargo Bedava""]",InStock,10 adetten fazla stok sunulmuştur,,,,,,,1,"1,2B kişinin sepetinde","3,5B kişi favoriledi","Son 24 saatte 4,7B kişi görüntüledi",,,0,,,,Tahmini Teslim:,,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""unavailable"",""rating_count"":""unavailable"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,42,42,,,8,26,1105485377,982060,H&M 3 Parçalı Pamuklu Set,H&M,Bebek Takımı,https://www.trendyol.com/h-m/3-parcali-pamuklu-set-p-1105485377?boutiqueId=61&merchantId=982060,H&M,3,1149,,,,TRY,"[""Kargo Bedava"",""Peşin Fiyatına 3 Taksit""]",InStock,10 adetten fazla stok sunulmuştur,,,4.9,13,9,,3,578 kişinin sepetinde,"13,8B kişi favoriledi","Son 24 saatte 5,2B kişi görüntüledi",4999,TRY,0,6,1,10,Tahmini Teslim:,En Çok Ziyaret Edilen 1. Ürün,https://cdn.dsmcdn.com/ty1828/prod/QC_PREP/20260217/16/c0042149-bef7-3969-9dec-5883ba2d9416/1_org_zoom.jpg,"{""Materyal"":""Pamuklu"",""Renk"":""Bej"",""Yaka Tipi"":""Kapüşonlu"",""Yıkama Talimatı"":""T44"",""Kumaş Tipi"":""Belirtilmemiş"",""Boy"":""Belirtilmemiş"",""Kalıp"":""Belirtilmemiş"",""Paça Tipi"":""Lastikli Paça"",""Kol Boyu"":""Uzun"",""Kol Tipi"":""Uzun Kol"",""Menşei"":""BD""}",9,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,43,43,,,39.9,8.6,1010359257,357212,Go Toys Go Magnetic Series 2 Adet Araba Eklentisi Manyetik Oyuncak - Mıknatıslı Manyetik Bloklar,Go Toys,Eğitici Oyuncak,https://www.trendyol.com/go-toys/go-magnetic-series-2-adet-araba-eklentisi-manyetik-oyuncak-miknatisli-manyetik-bloklar-p-1010359257?boutiqueId=61&merchantId=357212,Shopist,9,327.68,385.5,15,,TRY,"[""Sepette %15 İndirim"",""Kargo Bedava""]",InStock,100 adetten fazla stok sunulmuştur,,,4.3,2729,1311,,166,"2,4B kişinin sepetinde","98,3B kişi favoriledi",Son 24 saatte 805 kişi görüntüledi,4999,TRY,0,1,1,4,11 saat 14 dakika içinde sipariş verirsen en geç yarın kargoda!,,https://cdn.dsmcdn.com/ty1000389/product/media/images/prod/PIM/20260417/06/10a07daf-0d4b-4394-9e25-5c4287910c1a/1_org_zoom.jpg,"{""Paket İçeriği"":""2'li"",""Yaş"":""3+ Yaş"",""Piller Kutuya Dahil Mi?"":""Hayır"",""Dil"":""Evrensel Dil"",""Pil ile mi çalışır?"":""Hayır"",""Menşei"":""TR""}",20,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""observed"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,44,44,1,,28.2,4.8,380127062,836669,Genel Markalar Organik Kumaş Fitilli 5 Parça Hastane Çıkışı Set,Genel Markalar,,https://www.trendyol.com/genel-markalar/organik-kumas-fitilli-5-parca-hastane-cikisi-set-p-380127062?boutiqueId=61&merchantId=836669,Furyatex,93,239.5,,,,TRY,"[""20 TL Kupon"",""Sepette %1 İndirim"",""Kargo Bedava""]",InStock,100 adetten fazla stok sunulmuştur,,,4.3,3371,,,302,"4,3B kişinin sepetinde","155,7B kişi favoriledi",Son 24 saatte 2B kişi görüntüledi,,,0,,,,Tahmini Teslim:,En Çok Satan 1. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,45,45,1,,19.5,13,1113146700,624822,My Kids Wear Kız Çocuk Deniz Yüzücü Mayoları 5-16 Yaş 12614,My Kids Wear,,https://www.trendyol.com/my-kids-wear/kiz-cocuk-deniz-yuzucu-mayolari-5-16-yas-12614-p-1113146700?boutiqueId=61&merchantId=624822,My Kids Wear,,319,,,,TRY,"[""20 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",InStock,100 adetten fazla stok sunulmuştur,,,4.1,276,,,74,,,,,,0,,,,Tahmini Teslim:,En Çok Satan 1. Ürün,,{},0,,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""unavailable"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""unavailable"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""unavailable"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,46,46,2,,17.9,14.1,1086149880,893539,"MİNNOŞŞ pelüş,welsoft tulum bebe",MİNNOŞŞ,Tulum,https://www.trendyol.com/minnoss/pelus-welsoft-tulum-bebe-p-1086149880?boutiqueId=61&merchantId=893539,FEYZA,89,199.99,,,,TRY,"[""20 TL Kupon"",""Kargo Bedava"",""Trendyol Plus'a Özel""]",InStock,5 adetten fazla stok sunulmuştur,,,4.5,344,173,,99,,,,4999,TRY,0,1,1,4,11 saat 13 dakika içinde sipariş verirsen en geç yarın kargoda!,En Çok Satan 2. Ürün,https://cdn.dsmcdn.com/ty1810/prod/QC_ENRICHMENT/20260116/09/40d28829-99a9-3d63-abdc-3f28e78d0ca9/1_org_zoom.jpg,"{""Kol Tipi"":""Uzun Kol"",""Kalıp"":""Regular"",""Kumaş Tipi"":""Örme"",""Renk"":""Ekru"",""Materyal"":""Peluş"",""Yaka Tipi"":""Dik Yaka"",""Cep"":""Cepsiz"",""Desen"":""Baskılı"",""Kol Boyu"":""Uzun"",""Ürün Tipi"":""Düz"",""Kemer/Kuşak Durumu"":""Kemersiz"",""Ortam"":""Günlük"",""Sürdürülebilirlik Detayı"":""Hayır"",""Boy"":""Normal Boy"",""Yıkama Talimatı"":""T44"",""Paça Tipi"":""Manşetli Paça"",""Siluet"":""Uzun"",""Menşei"":""TR"",""Kutu Durumu"":""Kutu yok""}",20,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
2026-08-14,2026-08-14T12:42:33+03:00,çocuk,BEST_SELLER,2,47,47,3,,17.1,14.4,247517099,1188,Defacto Baskılı 5'li Pamuklu Patik Çorap Erkek Çocuk W8885A6NS,Defacto,Çorap,https://www.trendyol.com/defacto/baskili-5-li-pamuklu-patik-corap-erkek-cocuk-w8885a6ns-p-247517099?boutiqueId=61&merchantId=1188,DeFacto,86,249.99,,,,TRY,"[""20 TL Kupon""]",InStock,100 adetten fazla stok sunulmuştur,,,4.6,411,135,,9,"1,4B kişinin sepetinde","5,2B kişi favoriledi",Son 24 saatte 328 kişi görüntüledi,4999,TRY,0,1,1,4,Tahmini Teslim:,En Çok Satan 3. Ürün,https://cdn.dsmcdn.com/ty1837/prod/QC_ENRICHMENT/20260313/04/7ddbade9-7b40-39ae-bd9f-c19c27338fda/1_org_zoom.jpg,"{""Materyal"":""Pamuklu"",""Sürdürülebilirlik Detayı"":""Hayır"",""Tip"":""Patik çorap"",""Renk"":""Çok Renkli"",""Paket İçeriği"":""5'li"",""Desen"":""Desenli"",""Teknik"":""Yok"",""Ürün Tipi"":""Baskılı"",""Kumaş Tipi"":""Örme"",""Siluet"":""Kısa"",""Materyal Bileşeni"":""Pamuklu"",""Ortam"":""Casual/Günlük"",""Dokuma Tipi"":""Jakar"",""Yıkama Talimatı"":""Type 1"",""Ek Özellik"":""Esnek"",""Boy"":""Regular"",""Menşei"":""TR""}",20,5,"[""search_result_dom"",""product_detail_jsonld"",""product_detail_dom""]","{""title"":""observed"",""brand"":""observed"",""seller_name"":""observed"",""seller_score"":""observed"",""price"":""observed"",""original_price"":""unavailable"",""campaigns"":""observed"",""stock_status"":""observed"",""stock_signal"":""observed"",""rating"":""observed"",""rating_count"":""observed"",""review_count"":""observed"",""question_count"":""observed"",""delivery_summary"":""observed"",""shipping_cost"":""observed"",""properties"":""observed""}",true,
